id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_lua_id	pr_model_id	pr_pool_id
220165_at	-666	-666	-666	54891	INO80D	INO80 complex subunit D	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204552_at	-666	-666	-666	3631	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204553_x_at	-666	-666	-666	3631	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208363_s_at	-666	-666	-666	3631	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208364_at	-666	-666	-666	3631	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203006_at	-666	-666	-666	3632	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213643_s_at	-666	-666	-666	3633	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213804_at	-666	-666	-666	3633	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203331_s_at	-666	-666	-666	3635	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203332_s_at	-666	-666	-666	3635	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204706_at	-666	-666	-666	56623	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203607_at	-666	-666	-666	22876	INPP5F	inositol polyphosphate-5-phosphatase F	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213651_at	-666	-666	-666	27124	INPP5J	inositol polyphosphate-5-phosphatase J	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202781_s_at	-666	-666	-666	51763	INPP5K	inositol polyphosphate-5-phosphatase K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202782_s_at	-666	-666	-666	51763	INPP5K	inositol polyphosphate-5-phosphatase K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201598_s_at	-666	-666	-666	3636	INPPL1	inositol polyphosphate phosphatase-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206598_at	-666	-666	-666	3630	INS	insulin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201625_s_at	-666	-666	-666	3638	INSIG1	insulin induced gene 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201627_s_at	-666	-666	-666	3638	INSIG1	insulin induced gene 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209566_at	-666	-666	-666	51141	INSIG2	insulin induced gene 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214400_at	-666	-666	-666	3640	INSL3	insulin-like 3 (Leydig cell)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214572_s_at	-666	-666	-666	3640	INSL3	insulin-like 3 (Leydig cell)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206549_at	-666	-666	-666	3641	INSL4	insulin-like 4 (placenta)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221091_at	-666	-666	-666	10022	INSL5	insulin-like 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221403_s_at	-666	-666	-666	11172	INSL6	insulin-like 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206502_s_at	-666	-666	-666	3642	INSM1	insulinoma-associated 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207851_s_at	-666	-666	-666	3643	INSR	insulin receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213792_s_at	-666	-666	-666	3643	INSR	insulin receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215776_at	-666	-666	-666	3645	INSRR	insulin receptor-related receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212210_at	-666	-666	-666	26173	INTS1	integrator complex subunit 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212212_s_at	-666	-666	-666	26173	INTS1	integrator complex subunit 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218616_at	-666	-666	-666	57117	INTS12	integrator complex subunit 12	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211132_at	-666	-666	-666	65123	INTS3	integrator complex subunit 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221818_at	-666	-666	-666	80789	INTS5	integrator complex subunit 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
53968_at	-666	-666	-666	80789	INTS5	integrator complex subunit 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218819_at	-666	-666	-666	26512	INTS6	integrator complex subunit 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222239_s_at	-666	-666	-666	26512	INTS6	integrator complex subunit 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218783_at	-666	-666	-666	25896	INTS7	integrator complex subunit 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222250_s_at	-666	-666	-666	25896	INTS7	integrator complex subunit 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218905_at	-666	-666	-666	55656	INTS8	integrator complex subunit 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203941_at	-666	-666	-666	55756	INTS9	integrator complex subunit 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210114_at	-666	-666	-666	27130	INVS	inversin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211054_at	-666	-666	-666	27130	INVS	inversin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211055_s_at	-666	-666	-666	27130	INVS	inversin	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212439_at	-666	-666	-666	9807	IP6K1	inositol hexakisphosphate kinase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218192_at	-666	-666	-666	51447	IP6K2	inositol hexakisphosphate kinase 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214735_at	-666	-666	-666	26034	IPCEF1	interaction protein for cytohesin exchange factors 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218305_at	-666	-666	-666	79711	IPO4	importin 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211952_at	-666	-666	-666	3843	IPO5	importin 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211953_s_at	-666	-666	-666	3843	IPO5	importin 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211954_s_at	-666	-666	-666	3843	IPO5	importin 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211955_at	-666	-666	-666	3843	IPO5	importin 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200992_at	-666	-666	-666	10527	IPO7	importin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200993_at	-666	-666	-666	10527	IPO7	importin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200994_at	-666	-666	-666	10527	IPO7	importin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200995_at	-666	-666	-666	10527	IPO7	importin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205701_at	-666	-666	-666	10526	IPO8	importin 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213785_at	-666	-666	-666	55705	IPO9	importin 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217885_at	-666	-666	-666	55705	IPO9	importin 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219843_at	-666	-666	-666	3652	IPP	intracisternal A particle-promoted polypeptide	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219092_s_at	-666	-666	-666	64768	IPPK	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213447_at	-666	-666	-666	3653	IPW	imprinted in Prader-Willi syndrome (non-protein coding)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221974_at	-666	-666	-666	3653	IPW	imprinted in Prader-Willi syndrome (non-protein coding)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220274_at	-666	-666	-666	79781	IQCA1	IQ motif containing with AAA domain 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205995_x_at	-666	-666	-666	9657	IQCB1	IQ motif containing B1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211707_s_at	-666	-666	-666	9657	IQCB1	IQ motif containing B1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206650_at	-666	-666	-666	55721	IQCC	IQ motif containing C	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204202_at	-666	-666	-666	23288	IQCE	IQ motif containing E	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217124_at	-666	-666	-666	23288	IQCE	IQ motif containing E	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221185_s_at	-666	-666	-666	84223	IQCG	IQ motif containing G	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220361_at	-666	-666	-666	64799	IQCH	IQ motif containing H	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213392_at	-666	-666	-666	124152	IQCK	IQ motif containing K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215130_s_at	-666	-666	-666	124152	IQCK	IQ motif containing K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215131_at	-666	-666	-666	124152	IQCK	IQ motif containing K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216135_at	-666	-666	-666	124152	IQCK	IQ motif containing K	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210840_s_at	-666	-666	-666	8826	IQGAP1	IQ motif containing GTPase activating protein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213446_s_at	-666	-666	-666	8826	IQGAP1	IQ motif containing GTPase activating protein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203474_at	-666	-666	-666	10788	IQGAP2	IQ motif containing GTPase activating protein 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203906_at	-666	-666	-666	9922	IQSEC1	IQ motif and Sec7 domain 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203907_s_at	-666	-666	-666	9922	IQSEC1	IQ motif and Sec7 domain 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214819_at	-666	-666	-666	23096	IQSEC2	IQ motif and Sec7 domain 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213834_at	-666	-666	-666	440073	IQSEC3	IQ motif and Sec7 domain 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201587_s_at	-666	-666	-666	3654	IRAK1	interleukin-1 receptor-associated kinase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213817_at	-666	-666	-666	11213	IRAK3	interleukin-1 receptor-associated kinase 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220034_at	-666	-666	-666	11213	IRAK3	interleukin-1 receptor-associated kinase 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219618_at	-666	-666	-666	51135	IRAK4	interleukin-1 receptor-associated kinase 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214666_x_at	-666	-666	-666	3658	IREB2	iron-responsive element binding protein 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202531_at	-666	-666	-666	3659	IRF1	interferon regulatory factor 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203275_at	-666	-666	-666	3660	IRF2	interferon regulatory factor 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213771_at	-666	-666	-666	26145	IRF2BP1	interferon regulatory factor 2 binding protein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202621_at	-666	-666	-666	3661	IRF3	interferon regulatory factor 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204562_at	-666	-666	-666	3662	IRF4	interferon regulatory factor 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216986_s_at	-666	-666	-666	3662	IRF4	interferon regulatory factor 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216987_at	-666	-666	-666	3662	IRF4	interferon regulatory factor 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205468_s_at	-666	-666	-666	3663	IRF5	interferon regulatory factor 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205469_s_at	-666	-666	-666	3663	IRF5	interferon regulatory factor 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202597_at	-666	-666	-666	3664	IRF6	interferon regulatory factor 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208436_s_at	-666	-666	-666	3665	IRF7	interferon regulatory factor 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204057_at	-666	-666	-666	3394	IRF8	interferon regulatory factor 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203882_at	-666	-666	-666	10379	IRF9	interferon regulatory factor 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214392_at	-666	-666	-666	56269	IRGC	immunity-related GTPase family, cinema	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221877_at	-666	-666	-666	126298	IRGQ	immunity-related GTPase family, Q	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
64488_at	-666	-666	-666	126298	IRGQ	immunity-related GTPase family, Q	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204686_at	-666	-666	-666	3667	IRS1	insulin receptor substrate 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209184_s_at	-666	-666	-666	8660	IRS2	insulin receptor substrate 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209185_s_at	-666	-666	-666	8660	IRS2	insulin receptor substrate 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207403_at	-666	-666	-666	8471	IRS4	insulin receptor substrate 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220225_at	-666	-666	-666	50805	IRX4	iroquois homeobox 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210239_at	-666	-666	-666	10265	IRX5	iroquois homeobox 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209273_s_at	-666	-666	-666	81689	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209274_s_at	-666	-666	-666	81689	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221425_s_at	-666	-666	-666	81689	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209075_s_at	-666	-666	-666	23479	ISCU	iron-sulfur cluster scaffold homolog (E. coli)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205483_s_at	-666	-666	-666	9636	ISG15	ISG15 ubiquitin-like modifier	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204698_at	-666	-666	-666	3669	ISG20	interferon stimulated exonuclease gene 20kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
33304_at	-666	-666	-666	3669	ISG20	interferon stimulated exonuclease gene 20kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208114_s_at	-666	-666	-666	81875	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212766_s_at	-666	-666	-666	81875	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216502_at	-666	-666	-666	81875	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206104_at	-666	-666	-666	3670	ISL1	ISL LIM homeobox 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207191_s_at	-666	-666	-666	3671	ISLR	immunoglobulin superfamily containing leucine-rich repeat	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218893_at	-666	-666	-666	79763	ISOC2	isochorismatase domain containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200851_s_at	-666	-666	-666	9798	IST1	increased sodium tolerance 1 homolog (yeast)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215585_at	-666	-666	-666	9798	IST1	increased sodium tolerance 1 homolog (yeast)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222240_s_at	-666	-666	-666	51477	ISYNA1	inositol-3-phosphate synthase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209743_s_at	-666	-666	-666	83737	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209744_x_at	-666	-666	-666	83737	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217094_s_at	-666	-666	-666	83737	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220589_s_at	-666	-666	-666	55846	ITFG2	integrin alpha FG-GAP repeat containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220590_at	-666	-666	-666	55846	ITFG2	integrin alpha FG-GAP repeat containing 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214660_at	-666	-666	-666	3672	ITGA1	integrin, alpha 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206766_at	-666	-666	-666	8515	ITGA10	integrin, alpha 10	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205032_at	-666	-666	-666	3673	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206493_at	-666	-666	-666	3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206494_s_at	-666	-666	-666	3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216956_s_at	-666	-666	-666	3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216966_at	-666	-666	-666	3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201474_s_at	-666	-666	-666	3675	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205884_at	-666	-666	-666	3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205885_s_at	-666	-666	-666	3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213416_at	-666	-666	-666	3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201389_at	-666	-666	-666	3678	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201656_at	-666	-666	-666	3655	ITGA6	integrin, alpha 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215177_s_at	-666	-666	-666	3655	ITGA6	integrin, alpha 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209663_s_at	-666	-666	-666	3679	ITGA7	integrin, alpha 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216331_at	-666	-666	-666	3679	ITGA7	integrin, alpha 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214265_at	-666	-666	-666	8516	ITGA8	integrin, alpha 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206009_at	-666	-666	-666	3680	ITGA9	integrin, alpha 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213475_s_at	-666	-666	-666	3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205785_at	-666	-666	-666	3684	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205786_s_at	-666	-666	-666	3684	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202351_at	-666	-666	-666	3685	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210184_at	-666	-666	-666	3687	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211945_s_at	-666	-666	-666	3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215878_at	-666	-666	-666	3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215879_at	-666	-666	-666	3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216178_x_at	-666	-666	-666	3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216190_x_at	-666	-666	-666	3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203337_x_at	-666	-666	-666	9270	ITGB1BP1	integrin beta 1 binding protein 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219829_at	-666	-666	-666	26548	ITGB1BP2	integrin beta 1 binding protein (melusin) 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221051_s_at	-666	-666	-666	27231	ITGB1BP3	integrin beta 1 binding protein 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202803_s_at	-666	-666	-666	3689	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204625_s_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204626_s_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204627_s_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204628_s_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211579_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215240_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216261_at	-666	-666	-666	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205176_s_at	-666	-666	-666	23421	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204989_s_at	-666	-666	-666	3691	ITGB4	integrin, beta 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204990_s_at	-666	-666	-666	3691	ITGB4	integrin, beta 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211905_s_at	-666	-666	-666	3691	ITGB4	integrin, beta 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214292_at	-666	-666	-666	3691	ITGB4	integrin, beta 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201124_at	-666	-666	-666	3693	ITGB5	integrin, beta 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214020_x_at	-666	-666	-666	3693	ITGB5	integrin, beta 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214021_x_at	-666	-666	-666	3693	ITGB5	integrin, beta 5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208083_s_at	-666	-666	-666	3694	ITGB6	integrin, beta 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208084_at	-666	-666	-666	3694	ITGB6	integrin, beta 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
